HGNC ID,gene_symbol,sf_id,family_name,subfamily_name,family_id
HGNC:24206,BLOC1S4,PTHR16230:SF4,CAPPUCCINO,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 4,PTHR16230
HGNC:18561,BLOC1S5,PTHR31784:SF2,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 5,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 5,PTHR31784
HGNC:42001,BLOC1S5-TXNDC5,PTHR31784:SF2,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 5,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 5,PTHR31784
HGNC:8549,BLOC1S6,PTHR31328:SF2,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 6,BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1 SUBUNIT 6,PTHR31328
HGNC:1062,BLVRA,PTHR43377:SF1,BILIVERDIN REDUCTASE A,BILIVERDIN REDUCTASE A,PTHR43377
HGNC:1063,BLVRB,PTHR43355:SF2,FLAVIN REDUCTASE (NADPH),FLAVIN REDUCTASE (NADPH),PTHR43355
HGNC:1065,BLZF1,PTHR13066:SF2,BASIC LEUCINE ZIPPER NUCLEAR FACTOR 1 BLZF1  PROTEIN,GOLGIN-45,PTHR13066
HGNC:19213,BMERB1,PTHR22704:SF1,UNCHARACTERIZED,BMERB DOMAIN-CONTAINING PROTEIN 1,PTHR22704
HGNC:24132,BMF,PTHR32014:SF2,BCL-2-MODIFYING FACTOR,BCL-2-MODIFYING FACTOR,PTHR32014
HGNC:1066,BMI1,PTHR10825:SF21,"RING FINGER DOMAIN-CONTAINING, POLYCOMB GROUP COMPONENT",POLYCOMB COMPLEX PROTEIN BMI-1,PTHR10825
HGNC:1067,BMP1,PTHR45645:SF24,DORSAL-VENTRAL PATTERNING PROTEIN TOLLOID-RELATED-RELATED,BONE MORPHOGENETIC PROTEIN 1,PTHR45645
HGNC:1069,BMP2,PTHR11848:SF143,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 2,PTHR11848
HGNC:18041,BMP2K,PTHR22967:SF10,SERINE/THREONINE PROTEIN KINASE,BMP-2-INDUCIBLE PROTEIN KINASE,PTHR22967
HGNC:1070,BMP3,PTHR11848:SF144,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 3,PTHR11848
HGNC:1071,BMP4,PTHR11848:SF165,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 4,PTHR11848
HGNC:1072,BMP5,PTHR11848:SF139,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 5,PTHR11848
HGNC:1073,BMP6,PTHR11848:SF137,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 6,PTHR11848
HGNC:1074,BMP7,PTHR11848:SF135,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 7,PTHR11848
HGNC:21650,BMP8A,PTHR11848:SF119,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 8A-RELATED,PTHR11848
HGNC:1075,BMP8B,PTHR11848:SF119,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 8A-RELATED,PTHR11848
HGNC:20869,BMP10,PTHR11848:SF39,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 10,PTHR11848
HGNC:1068,BMP15,PTHR11848:SF22,TGF-BETA FAMILY,BONE MORPHOGENETIC PROTEIN 15,PTHR11848
HGNC:24154,BMPER,PTHR11339:SF272,EXTRACELLULAR MATRIX GLYCOPROTEIN RELATED,BMP-BINDING ENDOTHELIAL REGULATOR PROTEIN,PTHR11339
HGNC:1076,BMPR1A,PTHR23255:SF50,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-1A,PTHR23255
HGNC:1077,BMPR1B,PTHR23255:SF62,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-1B,PTHR23255
HGNC:1078,BMPR2,PTHR23255:SF63,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-2,PTHR23255
HGNC:23505,BMS1,PTHR12858:SF2,RIBOSOME BIOGENESIS PROTEIN,RIBOSOME BIOGENESIS PROTEIN BMS1 HOMOLOG,PTHR12858
HGNC:26475,BMT2,PTHR21008:SF0,UNCHARACTERIZED,S-ADENOSYLMETHIONINE SENSOR UPSTREAM OF MTORC1,PTHR21008
HGNC:1079,BMX,PTHR24418:SF91,TYROSINE-PROTEIN KINASE,CYTOPLASMIC TYROSINE-PROTEIN KINASE BMX,PTHR24418
HGNC:1081,BNC1,PTHR15021:SF1,DISCONNECTED-RELATED,ZINC FINGER PROTEIN BASONUCLIN-1,PTHR15021
HGNC:30988,BNC2,PTHR15021:SF2,DISCONNECTED-RELATED,ZINC FINGER PROTEIN BASONUCLIN-2,PTHR15021
HGNC:1082,BNIP1,PTHR12825:SF0,BNIP1-RELATED,VESICLE TRANSPORT PROTEIN SEC20,PTHR12825
HGNC:1083,BNIP2,PTHR12112:SF12,BNIP - RELATED,BCL2/ADENOVIRUS E1B 19 KDA PROTEIN-INTERACTING PROTEIN 2,PTHR12112
HGNC:1084,BNIP3,PTHR15186:SF4,RE48077P,BCL2/ADENOVIRUS E1B 19 KDA PROTEIN-INTERACTING PROTEIN 3,PTHR15186
HGNC:1085,BNIP3L,PTHR15186:SF3,RE48077P,BCL2/ADENOVIRUS E1B 19 KDA PROTEIN-INTERACTING PROTEIN 3-LIKE,PTHR15186
HGNC:33769,BNIP5,PTHR22435:SF0,CHROMOSOME 6 OPEN READING FRAME 222,CHROMOSOME 6 OPEN READING FRAME 222,PTHR22435
HGNC:16976,BNIPL,PTHR12112:SF21,BNIP - RELATED,BCL-2/ADENOVIRUS E1B 19 KDA-INTERACTING PROTEIN 2-LIKE PROTEIN,PTHR12112
HGNC:17173,BOC,PTHR44170:SF3,PROTEIN SIDEKICK,BROTHER OF CDO,PTHR44170
HGNC:25114,BOD1,PTHR31532:SF10,BIORIENTATION OF CHROMOSOMES IN CELL DIVISION 1 FAMILY MEMBER,BIORIENTATION OF CHROMOSOMES IN CELL DIVISION PROTEIN 1-RELATED,PTHR31532
HGNC:31792,BOD1L1,PTHR31532:SF10,BIORIENTATION OF CHROMOSOMES IN CELL DIVISION 1 FAMILY MEMBER,BIORIENTATION OF CHROMOSOMES IN CELL DIVISION PROTEIN 1-RELATED,PTHR31532
HGNC:28505,BOD1L2,PTHR31532:SF10,BIORIENTATION OF CHROMOSOMES IN CELL DIVISION 1 FAMILY MEMBER,BIORIENTATION OF CHROMOSOMES IN CELL DIVISION PROTEIN 1-RELATED,PTHR31532
HGNC:1087,BOK,PTHR11256:SF48,BCL-2 RELATED,BCL-2-RELATED OVARIAN KILLER PROTEIN,PTHR11256
HGNC:24263,BOLA1,PTHR46229:SF2,BOLA TRANSCRIPTION REGULATOR,BOLA-LIKE PROTEIN 1,PTHR46229
HGNC:29488,BOLA2,PTHR12735:SF42,BOLA-LIKE PROTEIN-RELATED,BOLA-LIKE PROTEIN 2,PTHR12735
HGNC:24415,BOLA3,PTHR46188:SF1,BOLA-LIKE PROTEIN 3,BOLA-LIKE PROTEIN 3,PTHR46188
HGNC:14273,BOLL,PTHR11176:SF10,BOULE-RELATED,PROTEIN BOULE-LIKE,PTHR11176
HGNC:15519,BOP1,PTHR17605:SF0,RIBOSOME BIOGENESIS PROTEIN BOP1  BLOCK OF PROLIFERATION 1 PROTEIN,RIBOSOME BIOGENESIS PROTEIN BOP1,PTHR17605
HGNC:24724,BORA,PTHR14728:SF2,UNCHARACTERIZED,PROTEIN AURORA BOREALIS,PTHR14728
HGNC:17950,BORCS5,PTHR31634:SF2,BLOC-1-RELATED COMPLEX SUBUNIT 5,BLOC-1-RELATED COMPLEX SUBUNIT 5,PTHR31634
HGNC:25939,BORCS6,PTHR13440:SF7,UNCHARACTERIZED,BLOC-1-RELATED COMPLEX SUBUNIT 6,PTHR13440
HGNC:23516,BORCS7,PTHR31397:SF1,BLOC-1-RELATED COMPLEX SUBUNIT 7 BORSC7,BLOC-1-RELATED COMPLEX SUBUNIT 7,PTHR31397
HGNC:37247,BORCS8,PTHR21146:SF0,MEF2B PROTEIN,BLOC-1-RELATED COMPLEX SUBUNIT 8,PTHR21146
HGNC:1093,BPGM,PTHR11931:SF11,PHOSPHOGLYCERATE MUTASE,BISPHOSPHOGLYCERATE MUTASE,PTHR11931
HGNC:1094,BPHL,PTHR46331:SF2,VALACYCLOVIR HYDROLASE,VALACYCLOVIR HYDROLASE,PTHR46331
HGNC:1095,BPI,PTHR10504:SF84,BACTERICIDAL PERMEABILITY-INCREASING  BPI  PROTEIN-RELATED,BACTERICIDAL PERMEABILITY-INCREASING PROTEIN,PTHR10504
HGNC:15749,BPIFA1,PTHR47015:SF1,BPI FOLD-CONTAINING FAMILY A MEMBER 1,BPI FOLD-CONTAINING FAMILY A MEMBER 1,PTHR47015
HGNC:16203,BPIFA2,PTHR47145:SF1,BPI FOLD-CONTAINING FAMILY A MEMBER 2,BPI FOLD-CONTAINING FAMILY A MEMBER 2,PTHR47145
HGNC:16204,BPIFA3,PTHR47736:SF1,BPI FOLD-CONTAINING FAMILY A MEMBER 3,BPI FOLD-CONTAINING FAMILY A MEMBER 3,PTHR47736
HGNC:20469,BPIFA4P,PTHR47015:SF3,BPI FOLD-CONTAINING FAMILY A MEMBER 1,BPIFA4P PROTEIN-RELATED,PTHR47015
HGNC:16108,BPIFB1,PTHR47395:SF1,BPI FOLD-CONTAINING FAMILY B MEMBER 1,BPI FOLD-CONTAINING FAMILY B MEMBER 1,PTHR47395
HGNC:16177,BPIFB2,PTHR46019:SF1,BPI FOLD-CONTAINING FAMILY B MEMBER 4-RELATED,BPI FOLD-CONTAINING FAMILY B MEMBER 2,PTHR46019
HGNC:16178,BPIFB3,PTHR46019:SF5,BPI FOLD-CONTAINING FAMILY B MEMBER 4-RELATED,BPI FOLD-CONTAINING FAMILY B MEMBER 3,PTHR46019
HGNC:16179,BPIFB4,PTHR46019:SF4,BPI FOLD-CONTAINING FAMILY B MEMBER 4-RELATED,BPI FOLD-CONTAINING FAMILY B MEMBER 4,PTHR46019
HGNC:16504,BPIFB6,PTHR46019:SF2,BPI FOLD-CONTAINING FAMILY B MEMBER 4-RELATED,BPI FOLD-CONTAINING FAMILY B MEMBER 6,PTHR46019
HGNC:16503,BPIFC,PTHR10504:SF17,BACTERICIDAL PERMEABILITY-INCREASING  BPI  PROTEIN-RELATED,BPI FOLD-CONTAINING FAMILY C PROTEIN,PTHR10504
HGNC:1096,BPNT1,PTHR43028:SF5,"3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE 1","3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE 1",PTHR43028
HGNC:26019,BPNT2,PTHR43028:SF6,"3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE 1",INOSITOL MONOPHOSPHATASE 3,PTHR43028
HGNC:3581,BPTF,PTHR45975:SF2,NUCLEOSOME-REMODELING FACTOR SUBUNIT BPTF,NUCLEOSOME-REMODELING FACTOR SUBUNIT BPTF,PTHR45975
HGNC:1097,BRAF,PTHR44329:SF47,SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED,SERINE/THREONINE-PROTEIN KINASE B-RAF,PTHR44329
HGNC:1099,BRAP,PTHR24007:SF7,BRCA1-ASSOCIATED PROTEIN,BRCA1-ASSOCIATED PROTEIN,PTHR24007
HGNC:21701,BRAT1,PTHR21331:SF2,BRCA1-ASSOCIATED ATM ACTIVATOR 1,BRCA1-ASSOCIATED ATM ACTIVATOR 1,PTHR21331
HGNC:1100,BRCA1,PTHR13763:SF0,BREAST CANCER TYPE 1 SUSCEPTIBILITY PROTEIN BRCA1,BREAST CANCER TYPE 1 SUSCEPTIBILITY PROTEIN,PTHR13763
HGNC:1101,BRCA2,PTHR11289:SF0,BREAST CANCER TYPE 2 SUSCEPTIBILITY PROTEIN BRCA2,BREAST CANCER TYPE 2 SUSCEPTIBILITY PROTEIN,PTHR11289
HGNC:24185,BRCC3,PTHR10410:SF34,EUKARYOTIC TRANSLATION INITIATION FACTOR 3 -RELATED,LYS-63-SPECIFIC DEUBIQUITINASE BRCC36,PTHR10410
HGNC:1102,BRD1,PTHR13793:SF17,PHD FINGER PROTEINS,BROMODOMAIN-CONTAINING PROTEIN 1,PTHR13793
HGNC:1103,BRD2,PTHR22880:SF225,FALZ-RELATED BROMODOMAIN-CONTAINING PROTEINS,BROMODOMAIN-CONTAINING PROTEIN 2,PTHR22880
HGNC:1104,BRD3,PTHR22880:SF20,FALZ-RELATED BROMODOMAIN-CONTAINING PROTEINS,BROMODOMAIN-CONTAINING PROTEIN 3,PTHR22880
HGNC:13575,BRD4,PTHR22880:SF143,FALZ-RELATED BROMODOMAIN-CONTAINING PROTEINS,BROMODOMAIN-CONTAINING PROTEIN 4,PTHR22880
HGNC:14310,BRD7,PTHR22881:SF12,BROMODOMAIN CONTAINING PROTEIN,BROMODOMAIN-CONTAINING PROTEIN 7,PTHR22881
HGNC:19874,BRD8,PTHR15398:SF6,BROMODOMAIN-CONTAINING PROTEIN 8,BROMODOMAIN-CONTAINING PROTEIN 8,PTHR15398
HGNC:25818,BRD9,PTHR22881:SF4,BROMODOMAIN CONTAINING PROTEIN,BROMODOMAIN-CONTAINING PROTEIN 9,PTHR22881
HGNC:1105,BRDT,PTHR22880:SF175,FALZ-RELATED BROMODOMAIN-CONTAINING PROTEINS,BROMODOMAIN TESTIS-SPECIFIC PROTEIN,PTHR22880
HGNC:11551,BRF1,PTHR11618:SF4,TRANSCRIPTION INITIATION FACTOR IIB-RELATED,TRANSCRIPTION FACTOR IIIB 90 KDA SUBUNIT,PTHR11618
HGNC:17298,BRF2,PTHR11618:SF5,TRANSCRIPTION INITIATION FACTOR IIB-RELATED,TRANSCRIPTION FACTOR IIIB 50 KDA SUBUNIT,PTHR11618
HGNC:1109,BRI3,PTHR13551:SF1,BRAIN PROTEIN I3,BRAIN PROTEIN I3,PTHR13551
HGNC:14251,BRI3BP,PTHR31253:SF0,BRI3-BINDING PROTEIN,BRI3-BINDING PROTEIN,PTHR31253
HGNC:28309,BRICD5,PTHR16483:SF0,GASTROKINE 1,BRICHOS DOMAIN-CONTAINING PROTEIN 5,PTHR16483
HGNC:2687,BRINP1,PTHR15564:SF7,FAMILY NOT NAMED,BMP/RETINOIC ACID-INDUCIBLE NEURAL-SPECIFIC PROTEIN 1,PTHR15564
HGNC:13746,BRINP2,PTHR15564:SF8,FAMILY NOT NAMED,BMP/RETINOIC ACID-INDUCIBLE NEURAL-SPECIFIC PROTEIN 2,PTHR15564
HGNC:22393,BRINP3,PTHR15564:SF2,FAMILY NOT NAMED,BMP/RETINOIC ACID-INDUCIBLE NEURAL-SPECIFIC PROTEIN 3,PTHR15564
HGNC:20473,BRIP1,PTHR11472:SF47,DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER,FANCONI ANEMIA GROUP J PROTEIN,PTHR11472
HGNC:24170,BRIX1,PTHR13634:SF0,RIBOSOME BIOGENESIS PROTEIN BRIX,RIBOSOME BIOGENESIS PROTEIN BRX1 HOMOLOG,PTHR13634
HGNC:23057,BRK1,PTHR33668:SF1,PROTEIN BRICK1,PROTEIN BRICK1,PTHR33668
HGNC:17262,BRMS1,PTHR21964:SF15,BREAST CANCER METASTASIS-SUPPRESSOR 1,BREAST CANCER METASTASIS-SUPPRESSOR 1,PTHR21964
HGNC:20512,BRMS1L,PTHR21964:SF16,BREAST CANCER METASTASIS-SUPPRESSOR 1,BREAST CANCER METASTASIS-SUPPRESSOR 1-LIKE PROTEIN,PTHR21964
HGNC:26512,BROX,PTHR23032:SF1,UNCHARACTERIZED,BRO1 DOMAIN-CONTAINING PROTEIN BROX,PTHR23032
HGNC:14255,BRPF1,PTHR13793:SF85,PHD FINGER PROTEINS,PEREGRIN,PTHR13793
HGNC:14256,BRPF3,PTHR13793:SF19,PHD FINGER PROTEINS,BROMODOMAIN AND PHD FINGER-CONTAINING PROTEIN 3,PTHR13793
HGNC:1113,BRS3,PTHR45695:SF6,LEUCOKININ RECEPTOR-RELATED,BOMBESIN RECEPTOR SUBTYPE-3,PTHR45695
HGNC:18994,BRSK1,PTHR24343:SF130,SERINE/THREONINE KINASE,SERINE/THREONINE-PROTEIN KINASE BRSK1,PTHR24343
HGNC:11405,BRSK2,PTHR24343:SF84,SERINE/THREONINE KINASE,SERINE/THREONINE-PROTEIN KINASE BRSK2,PTHR24343
HGNC:12760,BRWD1,PTHR16266:SF26,WD REPEAT DOMAIN 9,BROMODOMAIN AND WD REPEAT-CONTAINING PROTEIN 1,PTHR16266
HGNC:17342,BRWD3,PTHR16266:SF25,WD REPEAT DOMAIN 9,BROMODOMAIN AND WD REPEAT-CONTAINING PROTEIN 3,PTHR16266
HGNC:15832,BSCL2,PTHR21212:SF0,BERNARDINELLI-SEIP CONGENITAL LIPODYSTROPHY 2 HOMOLOG  BSCL2 PROTEIN,SEIPIN,PTHR21212
HGNC:25501,BSDC1,PTHR16019:SF5,SYNAPSE-ASSOCIATED PROTEIN,BSD DOMAIN-CONTAINING PROTEIN 1,PTHR16019
HGNC:1116,BSG,PTHR10075:SF12,BASIGIN RELATED,BASIGIN,PTHR10075
HGNC:1117,BSN,PTHR14113:SF1,PICCOLO/BASSOON,PROTEIN BASSOON,PTHR14113
HGNC:16512,BSND,PTHR28399:SF1,BARTTIN,BARTTIN,PTHR28399
HGNC:33906,BSPH1,PTHR22918:SF1,SEMINAL PLASMA PROTEIN,BINDER OF SPERM PROTEIN HOMOLOG 1-RELATED,PTHR22918
HGNC:18232,BSPRY,PTHR24103:SF568,E3 UBIQUITIN-PROTEIN LIGASE TRIM,B BOX AND SPRY DOMAIN-CONTAINING PROTEIN,PTHR24103
HGNC:1118,BST1,PTHR10912:SF4,ADP-RIBOSYL CYCLASE,ADP-RIBOSYL CYCLASE/CYCLIC ADP-RIBOSE HYDROLASE 2,PTHR10912
HGNC:1119,BST2,PTHR15190:SF1,BONE MARROW STROMAL ANTIGEN 2,BONE MARROW STROMAL ANTIGEN 2,PTHR15190
HGNC:20450,BSX,PTHR24327:SF35,HOMEOBOX PROTEIN,BRAIN-SPECIFIC HOMEOBOX PROTEIN HOMOLOG,PTHR24327
HGNC:17307,BTAF1,PTHR36498:SF1,TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172,TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172,PTHR36498
HGNC:1120,BTBD1,PTHR45774:SF1,BTB/POZ DOMAIN-CONTAINING,BTB/POZ DOMAIN-CONTAINING PROTEIN 1,PTHR45774
HGNC:15504,BTBD2,PTHR45774:SF6,BTB/POZ DOMAIN-CONTAINING,BTB/POZ DOMAIN-CONTAINING PROTEIN 2,PTHR45774
HGNC:15854,BTBD3,PTHR45774:SF2,BTB/POZ DOMAIN-CONTAINING,BTB/POZ DOMAIN-CONTAINING PROTEIN 3,PTHR45774
HGNC:19897,BTBD6,PTHR45774:SF5,BTB/POZ DOMAIN-CONTAINING,BTB/POZ DOMAIN-CONTAINING PROTEIN 6,PTHR45774
HGNC:18269,BTBD7,PTHR16064:SF5,BTB  POZ  DOMAIN CONTAINING 7,BTB/POZ DOMAIN-CONTAINING PROTEIN 7,PTHR16064
HGNC:21228,BTBD9,PTHR46306:SF1,BTB/POZ DOMAIN-CONTAINING PROTEIN 9,BTB/POZ DOMAIN-CONTAINING PROTEIN 9,PTHR46306
HGNC:21445,BTBD10,PTHR21637:SF5,BTB/POZ DOMAIN-CONTAINING PROTEIN 10-RELATED,BTB/POZ DOMAIN-CONTAINING PROTEIN 10,PTHR21637
HGNC:23844,BTBD11,PTHR46071:SF1,ANKYRIN REPEAT AND BTB/POZ DOMAIN-CONTAINING,ANKYRIN REPEAT AND BTB/POZ DOMAIN-CONTAINING PROTEIN BTBD11,PTHR46071
HGNC:26340,BTBD16,PTHR46843:SF1,BTB/POZ DOMAIN-CONTAINING PROTEIN 16,BTB/POZ DOMAIN-CONTAINING PROTEIN 16,PTHR46843
HGNC:33758,BTBD17,PTHR24410:SF12,HL07962P-RELATED,BTB/POZ DOMAIN-CONTAINING PROTEIN 17,PTHR24410
HGNC:37214,BTBD18,PTHR47639:SF1,BTB/POZ DOMAIN-CONTAINING PROTEIN 18,BTB/POZ DOMAIN-CONTAINING PROTEIN 18,PTHR47639
HGNC:27145,BTBD19,PTHR46965:SF1,BTB/POZ DOMAIN-CONTAINING PROTEIN 19,BTB/POZ DOMAIN-CONTAINING PROTEIN 19,PTHR46965
HGNC:1121,BTC,PTHR10740:SF3,TRANSFORMING GROWTH FACTOR ALPHA,PROBETACELLULIN,PTHR10740
HGNC:1122,BTD,PTHR10609:SF14,BIOTINIDASE-RELATED,BIOTINIDASE,PTHR10609
HGNC:1125,BTF3,PTHR10351:SF28,TRANSCRIPTION FACTOR BTF3 FAMILY MEMBER,TRANSCRIPTION FACTOR BTF3,PTHR10351
HGNC:30547,BTF3L4,PTHR10351:SF29,TRANSCRIPTION FACTOR BTF3 FAMILY MEMBER,TRANSCRIPTION FACTOR BTF3 HOMOLOG 4,PTHR10351
HGNC:1130,BTG1,PTHR22978:SF30,B-CELL TRANSLOCATION GENE,PROTEIN BTG1,PTHR22978
HGNC:1131,BTG2,PTHR22978:SF29,B-CELL TRANSLOCATION GENE,PROTEIN BTG2,PTHR22978
HGNC:1132,BTG3,PTHR22978:SF6,B-CELL TRANSLOCATION GENE,PROTEIN BTG3,PTHR22978
HGNC:13862,BTG4,PTHR22978:SF5,B-CELL TRANSLOCATION GENE,PROTEIN BTG4,PTHR22978
HGNC:1133,BTK,PTHR24418:SF92,TYROSINE-PROTEIN KINASE,TYROSINE-PROTEIN KINASE BTK,PTHR24418
HGNC:21087,BTLA,PTHR37996:SF1,B- AND T-LYMPHOCYTE ATTENUATOR,B- AND T-LYMPHOCYTE ATTENUATOR,PTHR37996
HGNC:1135,BTN1A1,PTHR24100:SF103,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 1 MEMBER A1,PTHR24100
HGNC:1136,BTN2A1,PTHR24100:SF79,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 2 MEMBER A1,PTHR24100
HGNC:1137,BTN2A2,PTHR24100:SF120,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 2 MEMBER A2,PTHR24100
HGNC:13229,BTN2A3P,PTHR24100:SF110,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 2 MEMBER A3-RELATED,PTHR24100
HGNC:1138,BTN3A1,PTHR24100:SF56,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 3 MEMBER A1,PTHR24100
HGNC:1139,BTN3A2,PTHR24100:SF115,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 3 MEMBER A2,PTHR24100
HGNC:1140,BTN3A3,PTHR24100:SF126,BUTYROPHILIN,BUTYROPHILIN SUBFAMILY 3 MEMBER A3,PTHR24100
HGNC:1142,BTNL2,PTHR24100:SF105,BUTYROPHILIN,BTNL2-RELATED,PTHR24100
HGNC:1143,BTNL3,PTHR24100:SF109,BUTYROPHILIN,BUTYROPHILIN-LIKE PROTEIN 3,PTHR24100
HGNC:26131,BTNL8,PTHR24100:SF108,BUTYROPHILIN,BUTYROPHILIN-LIKE PROTEIN 8,PTHR24100
HGNC:24176,BTNL9,PTHR24100:SF117,BUTYROPHILIN,BUTYROPHILIN-LIKE PROTEIN 9,PTHR24100
HGNC:42540,BTNL10,PTHR24100:SF116,BUTYROPHILIN,BUTYROPHILIN-LIKE PROTEIN 10,PTHR24100
HGNC:1144,BTRC,PTHR19854:SF16,TRANSDUCIN BETA-LIKE 3,F-BOX/WD REPEAT-CONTAINING PROTEIN 1A,PTHR19854
HGNC:1148,BUB1,PTHR14030:SF8,MITOTIC CHECKPOINT SERINE/THREONINE-PROTEIN KINASE BUB1,MITOTIC CHECKPOINT SERINE/THREONINE-PROTEIN KINASE BUB1,PTHR14030
HGNC:1149,BUB1B,PTHR14030:SF15,MITOTIC CHECKPOINT SERINE/THREONINE-PROTEIN KINASE BUB1,MITOTIC CHECKPOINT SERINE/THREONINE-PROTEIN KINASE BUB1 BETA,PTHR14030
HGNC:1151,BUB3,PTHR10971:SF31,MRNA EXPORT FACTOR AND BUB3,MITOTIC CHECKPOINT PROTEIN BUB3,PTHR10971
HGNC:28199,BUD13,PTHR31809:SF0,BUD13 HOMOLOG,BUD13 HOMOLOG,PTHR31809
HGNC:16405,BUD23,PTHR12734:SF0,METHYLTRANSFERASE-RELATED,18S RRNA (GUANINE-N(7))-METHYLTRANSFERASE-RELATED,PTHR12734
HGNC:29629,BUD31,PTHR19411:SF0,PROTEIN BUD31-RELATED,PROTEIN BUD31 HOMOLOG,PTHR19411
HGNC:1152,BVES,PTHR12101:SF17,POPEYE DOMAIN CONTAINING PROTEIN,BLOOD VESSEL EPICARDIAL SUBSTANCE,PTHR12101
HGNC:1157,BYSL,PTHR12821:SF0,BYSTIN,BYSTIN,PTHR12821
HGNC:18380,BZW1,PTHR14208:SF0,BASIC LEUCINE ZIPPER AND W2 DOMAIN-CONTAINING PROTEIN,BASIC LEUCINE ZIPPER AND W2 DOMAIN-CONTAINING PROTEIN 1,PTHR14208
HGNC:18808,BZW2,PTHR14208:SF7,BASIC LEUCINE ZIPPER AND W2 DOMAIN-CONTAINING PROTEIN,BASIC LEUCINE ZIPPER AND W2 DOMAIN-CONTAINING PROTEIN 2,PTHR14208
HGNC:29911,C1D,PTHR15341:SF6,SUN-COR STEROID HORMONE RECEPTOR CO-REPRESSOR,NUCLEAR NUCLEIC ACID-BINDING PROTEIN C1D,PTHR15341
HGNC:24337,C1GALT1,PTHR23033:SF13,"BETA1,3-GALACTOSYLTRANSFERASE",GLYCOPROTEIN-N-ACETYLGALACTOSAMINE 3-BETA-GALACTOSYLTRANSFERASE 1,PTHR23033
HGNC:24338,C1GALT1C1,PTHR23033:SF2,"BETA1,3-GALACTOSYLTRANSFERASE",C1GALT1-SPECIFIC CHAPERONE 1,PTHR23033
HGNC:51617,C1GALT1C1L,PTHR23033:SF38,"BETA1,3-GALACTOSYLTRANSFERASE",C1GALT1-SPECIFIC CHAPERONE 1-LIKE PROTEIN,PTHR23033
HGNC:15494,C1orf21,PTHR14974:SF3,SIMILAR TO RIKEN CDNA 1700025G04 GENE,SIMILAR TO RIKEN CDNA 1700025G04 GENE,PTHR14974
HGNC:19032,C1orf35,PTHR14580:SF0,MULTIPLE MYELOMA TUMOR-ASSOCIATED PROTEIN 2 FAMILY MEMBER,MULTIPLE MYELOMA TUMOR-ASSOCIATED PROTEIN 2,PTHR14580
HGNC:29876,C1orf43,PTHR21425:SF2,NICE-3,ZGC:123238,PTHR21425
HGNC:28795,C1orf50,PTHR14553:SF1,UNCHARACTERIZED PROTEIN C1ORF50,SIMILAR TO CHROMOSOME 1 OPEN READING FRAME 50,PTHR14553
HGNC:24871,C1orf52,PTHR31833:SF2,UPF0690 PROTEIN C1ORF52,UPF0690 PROTEIN C1ORF52,PTHR31833
HGNC:30003,C1orf53,PTHR21037:SF2,"39S RIBOSOMAL PROTEIN L14, MITOCHONDRIAL",SIMILAR TO NOVEL PROTEIN,PTHR21037
HGNC:26258,C1orf54,PTHR37870:SF1,CHROMOSOME 1 OPEN READING FRAME 54,CHROMOSOME 1 OPEN READING FRAME 54,PTHR37870
